config	model	scheme	fold	macro_f1	f1_obj	f1_subj	accuracy	n_test	best_param	n_features
w12-tf-lower	logreg	plain	4	0.7297	0.7772	0.6822	0.738	313	10	9936
w12-tf-lower	logreg	plain	5	0.6828	0.7405	0.625	0.6933	313	10	9832
w12-tf-lower	logreg	plain	6	0.6978	0.7644	0.6311	0.7125	313	10	9836
w12-tf-lower	logreg	plain	7	0.661	0.7423	0.5798	0.6805	313	10	9796
w12-tf-lower	logreg	plain	8	0.6579	0.7127	0.6031	0.6667	312	10	9829
w12-tf-lower	logreg	plain	9	0.7182	0.7696	0.6667	0.7276	312	100	9862
w12-tf-lower	logreg	grouped	0	0.6592	0.7398	0.5785	0.6782	317	10	9955
w12-tf-lower	logreg	grouped	1	0.6451	0.7258	0.5643	0.6635	312	10	9839
w12-tf-lower	logreg	grouped	2	0.6581	0.7123	0.6038	0.6667	315	100	9893
w12-tf-lower	logreg	grouped	3	0.617	0.6979	0.536	0.6341	317	10	9958
w12-tf-lower	logreg	grouped	4	0.6927	0.7309	0.6545	0.6975	314	100	9937
w12-tf-lower	logreg	grouped	5	0.6901	0.7507	0.6295	0.7019	312	10	9955
w12-tf-lower	logreg	grouped	6	0.6366	0.7109	0.5622	0.6518	313	100	9922
w12-tf-lower	logreg	grouped	7	0.7289	0.7684	0.6894	0.7346	309	10	10030
w12-tf-lower	logreg	grouped	8	0.6964	0.7652	0.6276	0.712	309	10	9963
w12-tf-lower	logreg	grouped	9	0.6917	0.7514	0.632	0.7032	310	10	9895
w12-tf-lower	nb	plain	0	0.747	0.789	0.705	0.754	313	0.1	9928
w12-tf-lower	nb	plain	1	0.7213	0.7658	0.6768	0.7284	313	0.1	9815
w12-tf-lower	nb	plain	2	0.7581	0.7944	0.7218	0.7636	313	0.1	9952
w12-tf-lower	nb	plain	3	0.6682	0.7233	0.613	0.6773	313	0.1	9929
w12-tf-lower	nb	plain	4	0.7273	0.7726	0.682	0.7348	313	0.1	9936
w12-tf-lower	nb	plain	5	0.704	0.7541	0.6538	0.7125	313	0.1	9832
w12-tf-lower	nb	plain	6	0.7122	0.7655	0.6588	0.722	313	0.1	9836
w12-tf-lower	nb	plain	7	0.7091	0.7704	0.6478	0.722	313	0.1	9796
w12-tf-lower	nb	plain	8	0.6557	0.6954	0.6159	0.6603	312	0.1	9829
w12-tf-lower	nb	plain	9	0.7447	0.7913	0.698	0.7532	312	0.1	9862
w12-tf-lower	nb	grouped	0	0.6792	0.7481	0.6104	0.694	317	0.1	9955
w12-tf-lower	nb	grouped	1	0.6535	0.7123	0.5946	0.6635	312	0.1	9839
w12-tf-lower	nb	grouped	2	0.7125	0.7609	0.6641	0.7206	315	0.1	9893
w12-tf-lower	nb	grouped	3	0.6414	0.7059	0.5769	0.653	317	0.1	9958
w12-tf-lower	nb	grouped	4	0.6653	0.6994	0.6312	0.6688	314	0.1	9937
w12-tf-lower	nb	grouped	5	0.699	0.752	0.6459	0.7083	312	0.1	9955
w12-tf-lower	nb	grouped	6	0.693	0.748	0.6381	0.7029	313	0.1	9922
w12-tf-lower	nb	grouped	7	0.7096	0.7603	0.6588	0.7184	309	0.1	10030
w12-tf-lower	nb	grouped	8	0.7223	0.7807	0.6639	0.7346	309	0.1	9963
w12-tf-lower	nb	grouped	9	0.7122	0.7577	0.6667	0.7194	310	0.1	9895
w13-tf-lower	logreg	plain	0	0.7336	0.7872	0.68	0.7444	313	10	11116
w13-tf-lower	logreg	plain	1	0.6901	0.7604	0.6198	0.7061	313	10	10961
w13-tf-lower	logreg	plain	2	0.704	0.7627	0.6454	0.7157	313	10	11128
w13-tf-lower	logreg	plain	3	0.6613	0.7273	0.5952	0.6741	313	10	11099
w13-tf-lower	logreg	plain	4	0.7386	0.7871	0.6902	0.7476	313	10	11097
w13-tf-lower	logreg	plain	5	0.6703	0.7283	0.6124	0.6805	313	10	10958
w13-tf-lower	logreg	plain	6	0.6978	0.7644	0.6311	0.7125	313	10	11014
w13-tf-lower	logreg	plain	7	0.665	0.7442	0.5858	0.6837	313	10	10955
w13-tf-lower	logreg	plain	8	0.6608	0.7163	0.6054	0.6699	312	10	10957
w13-tf-lower	logreg	plain	9	0.7108	0.7655	0.6561	0.7212	312	100	11016
w13-tf-lower	logreg	grouped	0	0.662	0.743	0.5809	0.6814	317	10	11177
w13-tf-lower	logreg	grouped	1	0.6508	0.7325	0.569	0.6699	312	10	10992
w13-tf-lower	logreg	grouped	2	0.6966	0.7553	0.6378	0.7079	315	10	11032
w13-tf-lower	logreg	grouped	3	0.6131	0.6961	0.5301	0.6309	317	10	11132
w13-tf-lower	logreg	grouped	4	0.6927	0.7309	0.6545	0.6975	314	100	11149
w13-tf-lower	logreg	grouped	5	0.6834	0.7453	0.6215	0.6955	312	10	11129
w13-tf-lower	logreg	grouped	6	0.6461	0.7196	0.5726	0.6613	313	10	11120
w13-tf-lower	logreg	grouped	7	0.7283	0.7697	0.687	0.7346	309	10	11250
w13-tf-lower	logreg	grouped	8	0.7041	0.7692	0.639	0.7184	309	10	11160
w13-tf-lower	logreg	grouped	9	0.6984	0.7568	0.64	0.7097	310	10	11044
w13-tf-lower	nb	plain	0	0.7525	0.7967	0.7082	0.7604	313	0.1	11116
w13-tf-lower	nb	plain	1	0.7183	0.7624	0.6742	0.7252	313	0.1	10961
w13-tf-lower	nb	plain	2	0.746	0.7809	0.7111	0.7508	313	0.1	11128
w13-tf-lower	nb	plain	3	0.6784	0.7308	0.626	0.6869	313	0.1	11099
w13-tf-lower	nb	plain	4	0.7243	0.7692	0.6794	0.7316	313	0.1	11097
w13-tf-lower	nb	plain	5	0.6967	0.75	0.6434	0.7061	313	0.1	10958
w13-tf-lower	nb	plain	6	0.7026	0.7568	0.6484	0.7125	313	0.1	11014
w13-tf-lower	nb	plain	7	0.7062	0.7672	0.6452	0.7188	313	0.1	10955
w13-tf-lower	nb	plain	8	0.6502	0.686	0.6143	0.6538	312	0.1	10957
w13-tf-lower	nb	plain	9	0.7453	0.7902	0.7004	0.7532	312	0.1	11016
w13-tf-lower	nb	grouped	0	0.6744	0.7402	0.6087	0.6877	317	0.1	11177
w13-tf-lower	nb	grouped	1	0.641	0.6997	0.5824	0.6506	312	0.1	10992
w13-tf-lower	nb	grouped	2	0.703	0.752	0.654	0.7111	315	0.1	11032
w13-tf-lower	nb	grouped	3	0.6531	0.71	0.5962	0.6625	317	0.1	11132
w13-tf-lower	nb	grouped	4	0.6752	0.7072	0.6431	0.6783	314	0.1	11149
w13-tf-lower	nb	grouped	5	0.6872	0.7383	0.636	0.6955	312	0.1	11129
w13-tf-lower	nb	grouped	6	0.7003	0.752	0.6486	0.7093	313	0.1	11120
w13-tf-lower	nb	grouped	7	0.7163	0.7658	0.6667	0.7249	309	0.1	11250
w13-tf-lower	nb	grouped	8	0.7246	0.7772	0.672	0.7346	309	0.1	11160
w13-tf-lower	nb	grouped	9	0.7092	0.7542	0.6641	0.7161	310	0.1	11044
w1-tf-lower	logreg	plain	0	0.7254	0.7763	0.6745	0.7348	313	10	5743
w1-tf-lower	logreg	plain	1	0.7166	0.7745	0.6586	0.7284	313	10	5697
w1-tf-lower	logreg	plain	2	0.6812	0.7433	0.619	0.6933	313	10	5771
w1-tf-lower	logreg	plain	3	0.682	0.7419	0.622	0.6933	313	10	5755
w1-tf-lower	logreg	plain	4	0.7247	0.7775	0.6719	0.7348	313	10	5789
w1-tf-lower	logreg	plain	5	0.707	0.766	0.648	0.7188	313	10	5692
w1-tf-lower	logreg	plain	6	0.6757	0.7441	0.6073	0.6901	313	10	5699
w1-tf-lower	logreg	plain	7	0.661	0.7423	0.5798	0.6805	313	10	5697
w1-tf-lower	logreg	plain	8	0.6556	0.7174	0.5938	0.6667	312	10	5723
w1-tf-lower	logreg	plain	9	0.6989	0.7606	0.6371	0.7115	312	10	5754
w1-tf-lower	logreg	grouped	0	0.6641	0.7404	0.5878	0.6814	317	10	5758
w1-tf-lower	logreg	grouped	1	0.6689	0.7506	0.5872	0.6891	312	10	5698
w1-tf-lower	logreg	grouped	2	0.6762	0.7317	0.6207	0.6857	315	10	5765
w1-tf-lower	logreg	grouped	3	0.65	0.724	0.576	0.6656	317	10	5782
w1-tf-lower	logreg	grouped	4	0.6842	0.7184	0.65	0.6879	314	10	5748
w1-tf-lower	logreg	grouped	5	0.6625	0.7307	0.5944	0.6763	312	10	5755
w1-tf-lower	logreg	grouped	6	0.639	0.7221	0.556	0.6581	313	10	5741
w1-tf-lower	logreg	grouped	7	0.7302	0.7756	0.6848	0.7379	309	10	5782
w1-tf-lower	logreg	grouped	8	0.7032	0.7704	0.636	0.7184	309	10	5745
w1-tf-lower	logreg	grouped	9	0.7236	0.7726	0.6745	0.7323	310	10	5736
w1-tf-lower	nb	plain	0	0.7122	0.7655	0.6588	0.722	313	0.1	5743
w1-tf-lower	nb	plain	1	0.7076	0.7562	0.659	0.7157	313	0.1	5697
w1-tf-lower	nb	plain	2	0.7333	0.7793	0.6873	0.7412	313	0.1	5771
w1-tf-lower	nb	plain	3	0.6526	0.717	0.5882	0.6645	313	0.1	5755
w1-tf-lower	nb	plain	4	0.7181	0.7721	0.664	0.7284	313	0.1	5789
w1-tf-lower	nb	plain	5	0.6901	0.7446	0.6357	0.6997	313	0.1	5692
w1-tf-lower	nb	plain	6	0.724	0.7787	0.6693	0.7348	313	0.1	5699
w1-tf-lower	nb	plain	7	0.6728	0.7481	0.5975	0.6901	313	0.1	5697
w1-tf-lower	nb	plain	8	0.6664	0.7135	0.6194	0.6731	312	0.1	5723
w1-tf-lower	nb	plain	9	0.7316	0.7884	0.6748	0.7436	312	0.1	5754
w1-tf-lower	nb	grouped	0	0.6564	0.7366	0.5761	0.6751	317	0.01	5758
w1-tf-lower	nb	grouped	1	0.6643	0.7278	0.6008	0.6763	312	0.1	5698
w1-tf-lower	nb	grouped	2	0.6753	0.7238	0.6269	0.6825	315	0.1	5765
w1-tf-lower	nb	grouped	3	0.6152	0.6929	0.5375	0.6309	317	0.1	5782
w1-tf-lower	nb	grouped	4	0.6687	0.7014	0.636	0.672	314	0.1	5748
w1-tf-lower	nb	grouped	5	0.7175	0.7709	0.664	0.7276	312	0.1	5755
w1-tf-lower	nb	grouped	6	0.6566	0.7268	0.5863	0.6709	313	0.1	5741
w1-tf-lower	nb	grouped	7	0.6999	0.7601	0.6397	0.712	309	0.1	5782
w1-tf-lower	nb	grouped	8	0.7297	0.7927	0.6667	0.7443	309	0.1	5745
w1-tf-lower	nb	grouped	9	0.6902	0.7452	0.6353	0.7	310	0.1	5736
w1-tfidf-nolower	logreg	plain	0	0.7158	0.7676	0.6641	0.7252	313	10	5915
w1-tfidf-nolower	logreg	plain	1	0.7118	0.7569	0.6667	0.7188	313	10	5858
w1-tfidf-nolower	logreg	plain	2	0.7069	0.7575	0.6564	0.7157	313	10	5938
w1-tfidf-nolower	logreg	plain	3	0.6738	0.7467	0.6008	0.6901	313	10	5938
w1-tfidf-nolower	logreg	plain	4	0.7063	0.7588	0.6537	0.7157	313	10	5962
w1-tfidf-nolower	logreg	plain	5	0.704	0.7541	0.6538	0.7125	313	10	5867
w1-tfidf-nolower	logreg	plain	6	0.6989	0.7547	0.6431	0.7093	313	10	5870
w1-tfidf-nolower	logreg	plain	7	0.6267	0.7102	0.5432	0.6454	313	10	5871
w1-tfidf-nolower	logreg	plain	8	0.6835	0.7363	0.6308	0.6923	312	10	5899
w1-tfidf-nolower	logreg	plain	9	0.6942	0.7599	0.6286	0.7083	312	10	5922
w1-tfidf-nolower	logreg	grouped	0	0.6458	0.7296	0.562	0.6656	317	10	5924
w1-tfidf-nolower	logreg	grouped	1	0.6518	0.7154	0.5882	0.6635	312	10	5875
w1-tfidf-nolower	logreg	grouped	2	0.6673	0.7307	0.6039	0.6794	315	10	5940
w1-tfidf-nolower	logreg	grouped	3	0.5845	0.6631	0.5058	0.5994	317	10	5957
w1-tfidf-nolower	logreg	grouped	4	0.6911	0.7225	0.6596	0.6943	314	10	5915
w1-tfidf-nolower	logreg	grouped	5	0.6946	0.7514	0.6378	0.7051	312	10	5929
w1-tfidf-nolower	logreg	grouped	6	0.6295	0.7135	0.5455	0.6486	313	10	5908
w1-tfidf-nolower	logreg	grouped	7	0.6826	0.7288	0.6364	0.6893	309	10	5959
w1-tfidf-nolower	logreg	grouped	8	0.6837	0.7533	0.6141	0.699	309	10	5898
w1-tfidf-nolower	logreg	grouped	9	0.7006	0.7527	0.6484	0.7097	310	10	5896
w1-tfidf-nolower	nb	plain	0	0.7224	0.773	0.6719	0.7316	313	0.5	5915
w1-tfidf-nolower	nb	plain	1	0.7129	0.7542	0.6716	0.7188	313	0.1	5858
w1-tfidf-nolower	nb	plain	2	0.7365	0.7718	0.7011	0.7412	313	0.1	5938
w1-tfidf-nolower	nb	plain	3	0.6608	0.7193	0.6023	0.6709	313	0.1	5938
w1-tfidf-nolower	nb	plain	4	0.7099	0.7609	0.6589	0.7188	313	0.1	5962
w1-tfidf-nolower	nb	plain	5	0.6637	0.7228	0.6047	0.6741	313	0.5	5867
w1-tfidf-nolower	nb	plain	6	0.6974	0.7486	0.6462	0.7061	313	0.1	5870
w1-tfidf-nolower	nb	plain	7	0.6882	0.7629	0.6134	0.7061	313	0.5	5871
w1-tfidf-nolower	nb	plain	8	0.6516	0.6952	0.6081	0.6571	312	0.1	5899
w1-tfidf-nolower	nb	plain	9	0.7375	0.7947	0.6803	0.75	312	0.5	5922
w1-tfidf-nolower	nb	grouped	0	0.6716	0.7368	0.6063	0.6845	317	0.1	5924
w1-tfidf-nolower	nb	grouped	1	0.6614	0.7243	0.5984	0.6731	312	0.5	5875
w1-tfidf-nolower	nb	grouped	2	0.6769	0.7302	0.6236	0.6857	315	0.1	5940
w1-tfidf-nolower	nb	grouped	3	0.6236	0.7031	0.544	0.6404	317	0.5	5957
w1-tfidf-nolower	nb	grouped	4	0.6733	0.6982	0.6483	0.6752	314	0.1	5915
w1-tfidf-nolower	nb	grouped	5	0.7135	0.7603	0.6667	0.7212	312	0.1	5929
w1-tfidf-nolower	nb	grouped	6	0.6345	0.7139	0.5551	0.6518	313	0.5	5908
w1-tfidf-nolower	nb	grouped	7	0.6866	0.7566	0.6167	0.7023	309	0.5	5959
w1-tfidf-nolower	nb	grouped	8	0.6923	0.756	0.6286	0.7055	309	0.1	5898
w1-tfidf-nolower	nb	grouped	9	0.6836	0.7397	0.6275	0.6935	310	0.1	5896
w13-tfidf-nolower	logreg	plain	0	0.704	0.7627	0.6454	0.7157	313	10	11067
w13-tfidf-nolower	logreg	plain	1	0.7217	0.7742	0.6693	0.7316	313	10	10898
w13-tfidf-nolower	logreg	plain	2	0.7099	0.7609	0.6589	0.7188	313	10	11057
w13-tfidf-nolower	logreg	plain	3	0.6696	0.7297	0.6094	0.6805	313	100	11053
w13-tfidf-nolower	logreg	plain	4	0.6945	0.754	0.6349	0.7061	313	10	11046
w13-tfidf-nolower	logreg	plain	5	0.6777	0.7322	0.6231	0.6869	313	10	10929
w13-tfidf-nolower	logreg	plain	6	0.6783	0.7399	0.6166	0.6901	313	10	10978
w13-tfidf-nolower	logreg	plain	7	0.6309	0.704	0.5578	0.6454	313	10	10932
w13-tfidf-nolower	logreg	plain	8	0.6486	0.6914	0.6058	0.6538	312	100	10920
w13-tfidf-nolower	logreg	plain	9	0.7293	0.784	0.6747	0.7404	312	10	10971
w13-tfidf-nolower	logreg	grouped	0	0.6435	0.7323	0.5546	0.6656	317	10	11143
w13-tfidf-nolower	logreg	grouped	1	0.6152	0.7016	0.5289	0.6346	312	10	10932
w13-tfidf-nolower	logreg	grouped	2	0.671	0.7326	0.6094	0.6825	315	10	11000
w13-tfidf-nolower	logreg	grouped	3	0.6031	0.6807	0.5255	0.6183	317	100	11094
w13-tfidf-nolower	logreg	grouped	4	0.6604	0.7025	0.6182	0.6656	314	10	11109
w13-tfidf-nolower	logreg	grouped	5	0.6946	0.7514	0.6378	0.7051	312	10	11081
w13-tfidf-nolower	logreg	grouped	6	0.6289	0.7071	0.5506	0.6454	313	10	11070
w13-tfidf-nolower	logreg	grouped	7	0.6879	0.7374	0.6385	0.6958	309	10	11214
w13-tfidf-nolower	logreg	grouped	8	0.6526	0.7302	0.575	0.6699	309	10	11079
w13-tfidf-nolower	logreg	grouped	9	0.6761	0.7357	0.6166	0.6871	310	10	10975
w13-tfidf-nolower	nb	plain	0	0.7314	0.7735	0.6894	0.738	313	0.1	11067
w13-tfidf-nolower	nb	plain	1	0.7267	0.7738	0.6795	0.7348	313	0.1	10898
w13-tfidf-nolower	nb	plain	2	0.7282	0.7586	0.6978	0.7316	313	0.1	11057
w13-tfidf-nolower	nb	plain	3	0.6564	0.7344	0.5785	0.6741	313	0.5	11053
w13-tfidf-nolower	nb	plain	4	0.7088	0.7535	0.6642	0.7157	313	0.1	11046
w13-tfidf-nolower	nb	plain	5	0.6909	0.7324	0.6494	0.6965	313	0.1	10929
w13-tfidf-nolower	nb	plain	6	0.7003	0.752	0.6486	0.7093	313	0.1	10978
w13-tfidf-nolower	nb	plain	7	0.6952	0.7527	0.6378	0.7061	313	0.1	10932
w13-tfidf-nolower	nb	plain	8	0.6332	0.6744	0.5921	0.6378	312	0.1	10920
w13-tfidf-nolower	nb	plain	9	0.7505	0.7889	0.7121	0.7564	312	0.1	10971
w13-tfidf-nolower	nb	grouped	0	0.6613	0.7297	0.5929	0.6751	317	0.1	11143
w13-tfidf-nolower	nb	grouped	1	0.6319	0.7074	0.5565	0.6474	312	0.5	10932
w13-tfidf-nolower	nb	grouped	2	0.6834	0.7357	0.6312	0.6921	315	0.1	11000
w13-tfidf-nolower	nb	grouped	3	0.6616	0.7107	0.6125	0.6688	317	0.1	11094
w13-tfidf-nolower	nb	grouped	4	0.6571	0.6844	0.6298	0.6592	314	0.1	11109
w13-tfidf-nolower	nb	grouped	5	0.7037	0.7407	0.6667	0.7083	312	0.1	11081
w13-tfidf-nolower	nb	grouped	6	0.6856	0.7348	0.6364	0.6933	313	0.1	11070
w13-tfidf-nolower	nb	grouped	7	0.7003	0.7672	0.6333	0.7152	309	0.5	11214
w13-tfidf-nolower	nb	grouped	8	0.7066	0.7569	0.6562	0.7152	309	0.1	11079
w13-tfidf-nolower	nb	grouped	9	0.6959	0.743	0.6489	0.7032	310	0.1	10975
